152              
1;780;2
0;219.884;249.905;2027.32;0.164063;-0.00250368;-0.00766255;0.986416;1;1
4;-51.399;210.802;1751.9;-0.390387;0.838391;0.380051;-0.0161306;1;1
13;23.4476;-1303.63;1508.9;0;0;0;0;1;0
6;180.676;433.582;1842;0;0;0;0;1;0
9;97.9796;-420.493;1825.15;0.158;-0.212196;-0.076068;0.961365;1;1
11;59.9829;-870.719;1663.93;0.158;-0.212196;-0.0760681;0.961365;1;1
2;47.4493;42.3222;1954.95;0.544533;-0.569436;0.0180163;0.61555;1;1
1;216.701;39.2894;1955.25;0.164063;-0.00250368;-0.00766255;0.986416;1;1
5;450.991;233.757;1775.93;0.388189;0.83903;0.342321;0.16779;1;1
14;483.73;-1312.94;1562.65;0;0;0;0;1;0
7;249.934;473.62;1770.99;0;0;0;0;1;0
10;319.344;-424.459;1825.55;0.13219;0.0978467;0.102212;0.981073;1;1
12;403.148;-877.409;1691.52;0.13219;0.0978467;0.102212;0.981073;1;1
3;385.953;36.2567;1955.56;0.511907;0.613047;0.0763255;0.596907;1;1
8;212.681;-191.593;1890.3;0.136652;-0.00212036;-0.0087505;0.990578;1;1
1;781;2
0;220.319;251.147;2026.28;0.161358;0.00127773;-0.00839618;0.986859;1;1
4;-43.0989;210.991;1750.15;-0.368572;0.854527;0.364894;-0.0281045;1;1
13;21.1059;-1302.4;1509.14;0;0;0;0;1;0
6;199.319;427.954;1823.85;0;0;0;0;1;0
9;98.3521;-420.427;1828.04;0.159418;-0.208582;-0.0772437;0.961828;1;1
11;58.9717;-870.058;1665.46;0.159418;-0.208582;-0.0772437;0.961828;1;1
2;47.2762;42.7699;1956.24;0.518628;-0.582367;0.00426206;0.625984;1;1
1;216.54;40.2515;1955.42;0.161358;0.00127773;-0.00839618;0.986859;1;1
5;439.257;232.92;1775;0.38802;0.846045;0.336409;0.143096;1;1
14;480.491;-1311.51;1559.54;0;0;0;0;1;0
7;233.259;468.636;1780.93;0;0;0;0;1;0
10;319.733;-423.721;1826.97;0.134388;0.102196;0.101128;0.980443;1;1
12;401.688;-876.321;1690.63;0.134388;0.102196;0.101128;0.980443;1;1
3;385.804;37.7331;1954.6;0.508879;0.629646;0.069081;0.582937;1;1
8;212.791;-190.911;1891.46;0.134554;0.00139657;-0.00769645;0.990875;1;1
1;782;2
